employee_id,first_name,last_name,email,phone,date_of_birth,branch_id,position_title,department,position_level,monthly_salary,contract_type,weekly_hours,hire_date,termination_date,is_active,manager_id
470,Bram,de Jong,bram.dejong@degoudentarwe.nl,+31 010 5471103,1996-09-04,33,HR Medewerker,HR,4,3157.77,Tijdelijk,32,2018-07-31,,True,31
471,Sem,Kok,sem.kok@degoudentarwe.nl,+31 06 46034259,1987-12-19,33,Regiomanager,Management,6,5321.10,Oproep,0,2017-08-21,,True,235
472,Sem,Hendriks,sem.hendriks@degoudentarwe.nl,+31 020 8251346,2003-03-22,33,Magazijnmedewerker,Logistiek,2,2181.93,Tijdelijk,40,2017-04-04,,True,
473,Bram,van der Meer,bram.vandermeer@degoudentarwe.nl,+31 040 9457114,1970-09-01,33,Boekhouder,Financien,4,3573.27,Vast,32,2019-05-04,,True,8
474,Fenna,van der Linden,fenna.vanderlinden@degoudentarwe.nl,+31 06 90040866,1971-05-11,33,Bezorger,Logistiek,2,2250.21,Tijdelijk,20,2016-09-29,,True,
475,Adriana,Dijkstra,adriana.dijkstra@degoudentarwe.nl,+31 020 7812999,2002-09-07,34,Boekhouder,Financien,4,3794.35,Tijdelijk,24,2015-11-09,,True,158
476,Charlotte,van Dijk,charlotte.vandijk@degoudentarwe.nl,+31 020 9030846,1975-04-15,34,Verkoopmedewerker (parttime),Verkoop,1,956.05,Tijdelijk,24,2015-02-23,,True,
477,Esther,van Vliet,esther.vanvliet@degoudentarwe.nl,+31 06 80397208,2003-04-22,34,Filiaalmanager,Management,5,4879.97,Stage,40,2018-11-17,,True,392
478,Sanne,de Graaf,sanne.degraaf@degoudentarwe.nl,+31 06 50586696,1988-07-21,34,Banketbakker,Productie,4,3291.99,Vast,40,2014-08-25,,True,159
479,Daan,Smit,daan.smit@degoudentarwe.nl,+31 010 3604793,1973-09-18,34,Banketbakker,Productie,4,3398.55,Stage,40,2015-03-25,,True,215
480,Eva,Bakker,eva.bakker@degoudentarwe.nl,+31 06 46976993,1992-03-21,34,Regiomanager,Management,6,6061.46,Oproep,0,2017-06-16,,True,417
481,Stijn,Wolters,stijn.wolters@degoudentarwe.nl,+31 040 1877527,1994-09-16,34,Bakker,Productie,3,2886.16,Vast,32,2016-01-18,,True,110
482,Gerard,Hendriks,gerard.hendriks@degoudentarwe.nl,+31 010 5673726,1998-08-27,34,Assistent Manager,Management,4,3141.74,Tijdelijk,36,2014-03-02,,True,277
483,Lars,Meijer,lars.meijer@degoudentarwe.nl,+31 06 48121224,1977-09-27,34,Leerling Bakker,Productie,1,1782.28,Tijdelijk,20,2014-12-02,,True,
484,Yara,Bos,yara.bos@degoudentarwe.nl,+31 030 5696150,1983-05-06,34,Assistent Manager,Management,4,3610.67,Oproep,0,2017-04-19,,True,10
485,Luuk,Smeets,luuk.smeets@degoudentarwe.nl,+31 040 3327094,1991-11-13,34,Schoonmaker,Facilitair,1,1797.43,Stage,40,2017-04-03,,True,
486,Sophie,van der Velden,sophie.vandervelden@degoudentarwe.nl,+31 010 2530996,1990-01-14,34,Verkoopmedewerker,Verkoop,2,1923.83,Stage,24,2016-12-02,,True,
487,Annemiek,Mulder,annemiek.mulder@degoudentarwe.nl,+31 020 4703979,1985-08-09,34,Banketbakker,Productie,4,3511.63,Tijdelijk,20,2015-01-31,,True,378
488,Adriana,de Wit,adriana.dewit@degoudentarwe.nl,+31 040 7082189,1966-12-01,34,Assistent Banketbakker,Productie,2,2301.76,Vast,32,2017-12-29,,True,
489,Femke,Jansen,femke.jansen@degoudentarwe.nl,+31 020 3528273,2000-03-24,35,Assistent Banketbakker,Productie,2,2598.67,Vast,24,2019-07-28,,True,
490,Frans,Willems,frans.willems@degoudentarwe.nl,+31 06 64826543,1995-02-09,35,Assistent Bakker,Productie,2,2205.64,Oproep,0,2018-08-19,,True,
491,Annemiek,Bakker,annemiek.bakker@degoudentarwe.nl,+31 030 1185092,1994-04-09,35,Hoofdbakker,Productie,4,4271.15,Vast,24,2015-07-28,,True,190
492,Sophie,de Boer,sophie.deboer@degoudentarwe.nl,+31 020 5347476,1981-03-11,35,Assistent Bakker,Productie,2,2399.50,Tijdelijk,36,2016-03-31,,True,
493,Yara,Groen,yara.groen@degoudentarwe.nl,+31 06 56707670,1977-08-05,35,Schoonmaker,Facilitair,1,1792.73,Stage,20,2017-04-02,,True,
494,Lynn,Jacobs,lynn.jacobs@degoudentarwe.nl,+31 06 35429271,1993-06-16,35,Bakker,Productie,3,2758.65,Stage,40,2016-01-14,,True,152
495,Noa,Vermeer,noa.vermeer@degoudentarwe.nl,+31 040 6282625,1976-01-28,35,Assistent Banketbakker,Productie,2,2396.42,Stage,36,2015-08-16,,True,
496,Johanna,Mulder,johanna.mulder@degoudentarwe.nl,+31 06 56025027,1972-06-27,35,Assistent Banketbakker,Productie,2,2642.51,Tijdelijk,24,2016-12-16,,True,
